date,hour,CET/CEST time,price_sterling,
24/01/2017,06 - 07,07 - 08,"55,58",
24/01/2017,07 - 08,08 - 09,"45,05",
24/01/2017,08 - 09,09 - 10,"61,89",
24/01/2017,09 - 10,10 - 11,"65,54",
24/01/2017,10 - 11,11 - 12,"60,93",
24/01/2017,11 - 12,12 - 13,"61,48",
24/01/2017,12 - 13,13 - 14,"57,96",
24/01/2017,13 - 14,14 - 15,"51,78",
24/01/2017,14 - 15,15 - 16,"50,14",
24/01/2017,15 - 16,16 - 17,"49,08",
24/01/2017,16 - 17,17 - 18,"80,84",
24/01/2017,17 - 18,18 - 19,"112,61",
24/01/2017,18 - 19,19 - 20,"78,46",
24/01/2017,19 - 20,20 - 21,"65,26",
24/01/2017,20 - 21,21 - 22,"53,33",
24/01/2017,21 - 22,22 - 23,"46,66",
24/01/2017,22 - 23,23 - 00,"42,75",
25/01/2017,23 - 00,00 - 01,"44,98",
25/01/2017,00 - 01,01 - 02,"45,44",
25/01/2017,01 - 02,02 - 03,"45,02",
25/01/2017,02 - 03,03 - 04,"44,58",
25/01/2017,03 - 04,04 - 05,"43,43",
25/01/2017,04 - 05,05 - 06,"41,97",
25/01/2017,05 - 06,06 - 07,"44,51",
25/01/2017,06 - 07,07 - 08,"55,89",
25/01/2017,07 - 08,08 - 09,"46,98",
25/01/2017,08 - 09,09 - 10,"55,05",
25/01/2017,09 - 10,10 - 11,"57,37",
25/01/2017,10 - 11,11 - 12,"55,00",
25/01/2017,11 - 12,12 - 13,"52,29",
25/01/2017,12 - 13,13 - 14,"51,08",
25/01/2017,13 - 14,14 - 15,"49,05",
25/01/2017,14 - 15,15 - 16,"52,97",
25/01/2017,15 - 16,16 - 17,"51,46",
25/01/2017,16 - 17,17 - 18,"65,29",
25/01/2017,17 - 18,18 - 19,"87,70",
25/01/2017,18 - 19,19 - 20,"69,91",
25/01/2017,19 - 20,20 - 21,"63,78",
25/01/2017,20 - 21,21 - 22,"52,55",
25/01/2017,21 - 22,22 - 23,"49,39",
25/01/2017,22 - 23,23 - 00,"42,98",
26/01/2017,23 - 00,00 - 01,"44,07",
26/01/2017,00 - 01,01 - 02,"45,86",
26/01/2017,01 - 02,02 - 03,"45,02",
26/01/2017,02 - 03,03 - 04,"43,94",
26/01/2017,03 - 04,04 - 05,"43,34",
26/01/2017,04 - 05,05 - 06,"43,34",
26/01/2017,05 - 06,06 - 07,"43,37",
26/01/2017,06 - 07,07 - 08,"52,06",
26/01/2017,07 - 08,08 - 09,"53,32",
26/01/2017,08 - 09,09 - 10,"60,36",
26/01/2017,09 - 10,10 - 11,"61,69",
26/01/2017,10 - 11,11 - 12,"52,92",
26/01/2017,11 - 12,12 - 13,"47,71",
26/01/2017,12 - 13,13 - 14,"46,85",
26/01/2017,13 - 14,14 - 15,"45,95",
26/01/2017,14 - 15,15 - 16,"48,89",
26/01/2017,15 - 16,16 - 17,"51,42",
26/01/2017,16 - 17,17 - 18,"62,99",
26/01/2017,17 - 18,18 - 19,"80,05",
26/01/2017,18 - 19,19 - 20,"70,12",
26/01/2017,19 - 20,20 - 21,"61,04",
26/01/2017,20 - 21,21 - 22,"53,00",
26/01/2017,21 - 22,22 - 23,"51,07",
26/01/2017,22 - 23,23 - 00,"43,52",
27/01/2017,23 - 00,00 - 01,"42,65",
27/01/2017,00 - 01,01 - 02,"45,49",
27/01/2017,01 - 02,02 - 03,"50,92",
27/01/2017,02 - 03,03 - 04,"45,94",
27/01/2017,03 - 04,04 - 05,"43,91",
27/01/2017,04 - 05,05 - 06,"43,01",
27/01/2017,05 - 06,06 - 07,"43,98",
27/01/2017,06 - 07,07 - 08,"50,01",
27/01/2017,07 - 08,08 - 09,"51,92",
27/01/2017,08 - 09,09 - 10,"58,39",
27/01/2017,09 - 10,10 - 11,"58,89",
27/01/2017,10 - 11,11 - 12,"54,17",
27/01/2017,11 - 12,12 - 13,"51,84",
27/01/2017,12 - 13,13 - 14,"49,51",
27/01/2017,13 - 14,14 - 15,"45,84",
27/01/2017,14 - 15,15 - 16,"47,06",
27/01/2017,15 - 16,16 - 17,"49,95",
27/01/2017,16 - 17,17 - 18,"62,91",
27/01/2017,17 - 18,18 - 19,"75,00",
27/01/2017,18 - 19,19 - 20,"70,20",
27/01/2017,19 - 20,20 - 21,"60,00",
27/01/2017,20 - 21,21 - 22,"52,10",
27/01/2017,21 - 22,22 - 23,"50,10",
27/01/2017,22 - 23,23 - 00,"48,00",
28/01/2017,23 - 00,00 - 01,"50,09",
28/01/2017,00 - 01,01 - 02,"50,05",
28/01/2017,01 - 02,02 - 03,"47,12",
28/01/2017,02 - 03,03 - 04,"41,58",
28/01/2017,03 - 04,04 - 05,"41,53",
28/01/2017,04 - 05,05 - 06,"40,41",
28/01/2017,05 - 06,06 - 07,"40,50",
28/01/2017,06 - 07,07 - 08,"41,58",
28/01/2017,07 - 08,08 - 09,"41,60",
28/01/2017,08 - 09,09 - 10,"46,44",
28/01/2017,09 - 10,10 - 11,"58,19",
28/01/2017,10 - 11,11 - 12,"57,52",
28/01/2017,11 - 12,12 - 13,"56,72",
28/01/2017,12 - 13,13 - 14,"48,11",
28/01/2017,13 - 14,14 - 15,"45,05",
28/01/2017,14 - 15,15 - 16,"43,73",
28/01/2017,15 - 16,16 - 17,"45,08",
28/01/2017,16 - 17,17 - 18,"53,08",
28/01/2017,17 - 18,18 - 19,"79,99",
28/01/2017,18 - 19,19 - 20,"79,95",
28/01/2017,19 - 20,20 - 21,"59,98",
28/01/2017,20 - 21,21 - 22,"48,29",
28/01/2017,21 - 22,22 - 23,"45,69",
28/01/2017,22 - 23,23 - 00,"41,03",
29/01/2017,23 - 00,00 - 01,"50,68",
29/01/2017,00 - 01,01 - 02,"52,30",
29/01/2017,01 - 02,02 - 03,"46,11",
29/01/2017,02 - 03,03 - 04,"41,56",
29/01/2017,03 - 04,04 - 05,"39,01",
29/01/2017,04 - 05,05 - 06,"38,35",
29/01/2017,05 - 06,06 - 07,"38,53",
29/01/2017,06 - 07,07 - 08,"40,97",
29/01/2017,07 - 08,08 - 09,"41,00",
29/01/2017,08 - 09,09 - 10,"44,08",
29/01/2017,09 - 10,10 - 11,"42,94",
29/01/2017,10 - 11,11 - 12,"55,12",
29/01/2017,11 - 12,12 - 13,"56,76",
29/01/2017,12 - 13,13 - 14,"53,93",
29/01/2017,13 - 14,14 - 15,"47,98",
29/01/2017,14 - 15,15 - 16,"45,00",
29/01/2017,15 - 16,16 - 17,"43,76",
29/01/2017,16 - 17,17 - 18,"53,79",
29/01/2017,17 - 18,18 - 19,"88,09",
29/01/2017,18 - 19,19 - 20,"76,91",
29/01/2017,19 - 20,20 - 21,"60,00",
29/01/2017,20 - 21,21 - 22,"54,44",
29/01/2017,21 - 22,22 - 23,"43,38",
29/01/2017,22 - 23,23 - 00,"40,09",
30/01/2017,23 - 00,00 - 01,"40,96",
30/01/2017,00 - 01,01 - 02,"41,74",
30/01/2017,01 - 02,02 - 03,"41,75",
30/01/2017,02 - 03,03 - 04,"40,51",
30/01/2017,03 - 04,04 - 05,"39,96",
30/01/2017,04 - 05,05 - 06,"32,97",
30/01/2017,05 - 06,06 - 07,"40,04",
30/01/2017,06 - 07,07 - 08,"53,18",
30/01/2017,07 - 08,08 - 09,"50,27",
30/01/2017,08 - 09,09 - 10,"56,32",
30/01/2017,09 - 10,10 - 11,"59,00",
30/01/2017,10 - 11,11 - 12,"58,36",
30/01/2017,11 - 12,12 - 13,"53,00",
30/01/2017,12 - 13,13 - 14,"52,77",
30/01/2017,13 - 14,14 - 15,"50,82",
30/01/2017,14 - 15,15 - 16,"46,40",
30/01/2017,15 - 16,16 - 17,"46,36",
30/01/2017,16 - 17,17 - 18,"68,69",
30/01/2017,17 - 18,18 - 19,"84,00",
30/01/2017,18 - 19,19 - 20,"74,00",
30/01/2017,19 - 20,20 - 21,"53,20",
30/01/2017,20 - 21,21 - 22,"55,00",
30/01/2017,21 - 22,22 - 23,"47,01",
30/01/2017,22 - 23,23 - 00,"40,45",
31/01/2017,23 - 00,00 - 01,"41,03",
31/01/2017,00 - 01,01 - 02,"45,46",
31/01/2017,01 - 02,02 - 03,"43,84",
31/01/2017,02 - 03,03 - 04,"41,92",
31/01/2017,03 - 04,04 - 05,"40,00",
31/01/2017,04 - 05,05 - 06,"38,40",
31/01/2017,05 - 06,06 - 07,"41,35",
31/01/2017,06 - 07,07 - 08,"52,00",
31/01/2017,07 - 08,08 - 09,"48,19",
31/01/2017,08 - 09,09 - 10,"52,07",
31/01/2017,09 - 10,10 - 11,"49,50",
31/01/2017,10 - 11,11 - 12,"52,41",
31/01/2017,11 - 12,12 - 13,"53,00",
31/01/2017,12 - 13,13 - 14,"51,92",
31/01/2017,13 - 14,14 - 15,"47,72",
31/01/2017,14 - 15,15 - 16,"48,00",
31/01/2017,15 - 16,16 - 17,"59,95",
31/01/2017,16 - 17,17 - 18,"78,52",
31/01/2017,17 - 18,18 - 19,"91,00",
31/01/2017,18 - 19,19 - 20,"75,38",
31/01/2017,19 - 20,20 - 21,"62,50",
31/01/2017,20 - 21,21 - 22,"50,58",
31/01/2017,21 - 22,22 - 23,"49,63",
31/01/2017,22 - 23,23 - 00,"48,81",
01/02/2017,23 - 00,00 - 01,"45,99",
01/02/2017,00 - 01,01 - 02,"46,23",
01/02/2017,01 - 02,02 - 03,"43,55",
01/02/2017,02 - 03,03 - 04,"42,42",
01/02/2017,03 - 04,04 - 05,"39,96",
01/02/2017,04 - 05,05 - 06,"42,60",
01/02/2017,05 - 06,06 - 07,"43,54",
01/02/2017,06 - 07,07 - 08,"53,59",
01/02/2017,07 - 08,08 - 09,"64,63",
01/02/2017,08 - 09,09 - 10,"65,04",
01/02/2017,09 - 10,10 - 11,"64,24",
01/02/2017,10 - 11,11 - 12,"55,79",
01/02/2017,11 - 12,12 - 13,"50,22",
01/02/2017,12 - 13,13 - 14,"47,70",
01/02/2017,13 - 14,14 - 15,"43,92",
01/02/2017,14 - 15,15 - 16,"46,22",
01/02/2017,15 - 16,16 - 17,"53,97",
01/02/2017,16 - 17,17 - 18,"59,10",
01/02/2017,17 - 18,18 - 19,"67,04",
01/02/2017,18 - 19,19 - 20,"68,00",
01/02/2017,19 - 20,20 - 21,"59,52",
01/02/2017,20 - 21,21 - 22,"50,10",
01/02/2017,21 - 22,22 - 23,"48,40",
01/02/2017,22 - 23,23 - 00,"43,04",
02/02/2017,23 - 00,00 - 01,"46,05",
02/02/2017,00 - 01,01 - 02,"50,35",
02/02/2017,01 - 02,02 - 03,"45,93",
02/02/2017,02 - 03,03 - 04,"43,92",
02/02/2017,03 - 04,04 - 05,"41,56",
02/02/2017,04 - 05,05 - 06,"38,90",
02/02/2017,05 - 06,06 - 07,"41,99",
02/02/2017,06 - 07,07 - 08,"49,00",
02/02/2017,07 - 08,08 - 09,"50,42",
02/02/2017,08 - 09,09 - 10,"56,52",
02/02/2017,09 - 10,10 - 11,"63,51",
02/02/2017,10 - 11,11 - 12,"59,90",
02/02/2017,11 - 12,12 - 13,"55,00",
02/02/2017,12 - 13,13 - 14,"53,00",
02/02/2017,13 - 14,14 - 15,"47,87",
02/02/2017,14 - 15,15 - 16,"46,92",
02/02/2017,15 - 16,16 - 17,"54,92",
02/02/2017,16 - 17,17 - 18,"55,20",
02/02/2017,17 - 18,18 - 19,"76,52",
02/02/2017,18 - 19,19 - 20,"72,01",
02/02/2017,19 - 20,20 - 21,"59,82",
02/02/2017,20 - 21,21 - 22,"55,00",
02/02/2017,21 - 22,22 - 23,"48,82",
02/02/2017,22 - 23,23 - 00,"42,00",
03/02/2017,23 - 00,00 - 01,"43,12",
03/02/2017,00 - 01,01 - 02,"43,48",
03/02/2017,01 - 02,02 - 03,"40,94",
03/02/2017,02 - 03,03 - 04,"37,90",
03/02/2017,03 - 04,04 - 05,"34,92",
03/02/2017,04 - 05,05 - 06,"31,53",
03/02/2017,05 - 06,06 - 07,"40,32",
03/02/2017,06 - 07,07 - 08,"52,92",
03/02/2017,07 - 08,08 - 09,"52,77",
03/02/2017,08 - 09,09 - 10,"51,96",
03/02/2017,09 - 10,10 - 11,"55,18",
03/02/2017,10 - 11,11 - 12,"52,75",
03/02/2017,11 - 12,12 - 13,"52,41",
03/02/2017,12 - 13,13 - 14,"51,89",
03/02/2017,13 - 14,14 - 15,"50,00",
03/02/2017,14 - 15,15 - 16,"50,93",
03/02/2017,15 - 16,16 - 17,"55,00",
03/02/2017,16 - 17,17 - 18,"61,90",
03/02/2017,17 - 18,18 - 19,"87,98",
03/02/2017,18 - 19,19 - 20,"79,27",
03/02/2017,19 - 20,20 - 21,"67,43",
03/02/2017,20 - 21,21 - 22,"55,90",
03/02/2017,21 - 22,22 - 23,"48,95",
03/02/2017,22 - 23,23 - 00,"43,96",
04/02/2017,23 - 00,00 - 01,"50,05",
04/02/2017,00 - 01,01 - 02,"62,66",
04/02/2017,01 - 02,02 - 03,"52,78",
04/02/2017,02 - 03,03 - 04,"47,00",
04/02/2017,03 - 04,04 - 05,"38,50",
04/02/2017,04 - 05,05 - 06,"38,64",
04/02/2017,05 - 06,06 - 07,"42,95",
04/02/2017,06 - 07,07 - 08,"43,00",
04/02/2017,07 - 08,08 - 09,"43,93",
04/02/2017,08 - 09,09 - 10,"51,90",
04/02/2017,09 - 10,10 - 11,"59,92",
04/02/2017,10 - 11,11 - 12,"60,10",
04/02/2017,11 - 12,12 - 13,"59,90",
04/02/2017,12 - 13,13 - 14,"54,71",
04/02/2017,13 - 14,14 - 15,"50,10",
04/02/2017,14 - 15,15 - 16,"47,90",
04/02/2017,15 - 16,16 - 17,"49,85",
04/02/2017,16 - 17,17 - 18,"54,99",
04/02/2017,17 - 18,18 - 19,"90,42",
04/02/2017,18 - 19,19 - 20,"91,10",
04/02/2017,19 - 20,20 - 21,"66,89",
04/02/2017,20 - 21,21 - 22,"70,04",
04/02/2017,21 - 22,22 - 23,"56,28",
04/02/2017,22 - 23,23 - 00,"46,91",
05/02/2017,23 - 00,00 - 01,"62,47",
05/02/2017,00 - 01,01 - 02,"56,24",
05/02/2017,01 - 02,02 - 03,"51,02",
05/02/2017,02 - 03,03 - 04,"55,04",
05/02/2017,03 - 04,04 - 05,"44,97",
05/02/2017,04 - 05,05 - 06,"44,34",
05/02/2017,05 - 06,06 - 07,"44,34",
05/02/2017,06 - 07,07 - 08,"46,16",
05/02/2017,07 - 08,08 - 09,"44,06",
05/02/2017,08 - 09,09 - 10,"44,82",
05/02/2017,09 - 10,10 - 11,"54,17",
05/02/2017,10 - 11,11 - 12,"55,45",
05/02/2017,11 - 12,12 - 13,"56,63",
05/02/2017,12 - 13,13 - 14,"64,00",
05/02/2017,13 - 14,14 - 15,"66,12",
05/02/2017,14 - 15,15 - 16,"54,99",
05/02/2017,15 - 16,16 - 17,"48,15",
05/02/2017,16 - 17,17 - 18,"46,29",
05/02/2017,17 - 18,18 - 19,"105,00",
05/02/2017,18 - 19,19 - 20,"101,54",
05/02/2017,19 - 20,20 - 21,"69,26",
05/02/2017,20 - 21,21 - 22,"65,00",
05/02/2017,21 - 22,22 - 23,"56,20",
05/02/2017,22 - 23,23 - 00,"47,54",
06/02/2017,23 - 00,00 - 01,"44,21",
06/02/2017,00 - 01,01 - 02,"47,36",
06/02/2017,01 - 02,02 - 03,"50,26",
06/02/2017,02 - 03,03 - 04,"46,52",
06/02/2017,03 - 04,04 - 05,"46,05",
06/02/2017,04 - 05,05 - 06,"46,00",
06/02/2017,05 - 06,06 - 07,"48,81",
06/02/2017,06 - 07,07 - 08,"62,79",
06/02/2017,07 - 08,08 - 09,"68,74",
06/02/2017,08 - 09,09 - 10,"70,38",
06/02/2017,09 - 10,10 - 11,"67,39",
06/02/2017,10 - 11,11 - 12,"66,69",
06/02/2017,11 - 12,12 - 13,"51,66",
06/02/2017,12 - 13,13 - 14,"48,51",
06/02/2017,13 - 14,14 - 15,"58,68",
06/02/2017,14 - 15,15 - 16,"47,31",
06/02/2017,15 - 16,16 - 17,"48,82",
06/02/2017,16 - 17,17 - 18,"58,59",
06/02/2017,17 - 18,18 - 19,"76,36",
06/02/2017,18 - 19,19 - 20,"68,33",
06/02/2017,19 - 20,20 - 21,"57,60",
06/02/2017,20 - 21,21 - 22,"53,00",
06/02/2017,21 - 22,22 - 23,"48,07",
06/02/2017,22 - 23,23 - 00,"45,50",
07/02/2017,23 - 00,00 - 01,"43,51",
07/02/2017,00 - 01,01 - 02,"43,75",
07/02/2017,01 - 02,02 - 03,"44,95",
07/02/2017,02 - 03,03 - 04,"44,48",
07/02/2017,03 - 04,04 - 05,"43,94",
07/02/2017,04 - 05,05 - 06,"44,90",
07/02/2017,05 - 06,06 - 07,"46,53",
07/02/2017,06 - 07,07 - 08,"56,52",
07/02/2017,07 - 08,08 - 09,"53,52",
07/02/2017,08 - 09,09 - 10,"55,81",
07/02/2017,09 - 10,10 - 11,"58,45",
07/02/2017,10 - 11,11 - 12,"59,25",
07/02/2017,11 - 12,12 - 13,"56,31",
07/02/2017,12 - 13,13 - 14,"54,46",
07/02/2017,13 - 14,14 - 15,"54,36",
07/02/2017,14 - 15,15 - 16,"53,13",
07/02/2017,15 - 16,16 - 17,"52,58",
07/02/2017,16 - 17,17 - 18,"59,73",
07/02/2017,17 - 18,18 - 19,"89,91",
07/02/2017,18 - 19,19 - 20,"89,94",
07/02/2017,19 - 20,20 - 21,"64,96",
07/02/2017,20 - 21,21 - 22,"56,94",
07/02/2017,21 - 22,22 - 23,"51,61",
07/02/2017,22 - 23,23 - 00,"47,97",
08/02/2017,23 - 00,00 - 01,"45,93",
08/02/2017,00 - 01,01 - 02,"48,46",
08/02/2017,01 - 02,02 - 03,"45,98",
08/02/2017,02 - 03,03 - 04,"45,05",
08/02/2017,03 - 04,04 - 05,"43,14",
08/02/2017,04 - 05,05 - 06,"42,94",
08/02/2017,05 - 06,06 - 07,"44,51",
08/02/2017,06 - 07,07 - 08,"52,00",
08/02/2017,07 - 08,08 - 09,"54,31",
08/02/2017,08 - 09,09 - 10,"61,37",
08/02/2017,09 - 10,10 - 11,"61,50",
08/02/2017,10 - 11,11 - 12,"60,21",
08/02/2017,11 - 12,12 - 13,"58,82",
08/02/2017,12 - 13,13 - 14,"55,98",
08/02/2017,13 - 14,14 - 15,"54,93",
08/02/2017,14 - 15,15 - 16,"50,18",
08/02/2017,15 - 16,16 - 17,"54,92",
08/02/2017,16 - 17,17 - 18,"62,20",
08/02/2017,17 - 18,18 - 19,"78,38",
08/02/2017,18 - 19,19 - 20,"74,70",
08/02/2017,19 - 20,20 - 21,"64,00",
08/02/2017,20 - 21,21 - 22,"56,49",
08/02/2017,21 - 22,22 - 23,"51,03",
08/02/2017,22 - 23,23 - 00,"47,52",
09/02/2017,23 - 00,00 - 01,"43,45",
09/02/2017,00 - 01,01 - 02,"43,16",
09/02/2017,01 - 02,02 - 03,"43,00",
09/02/2017,02 - 03,03 - 04,"42,24",
09/02/2017,03 - 04,04 - 05,"39,43",
09/02/2017,04 - 05,05 - 06,"41,18",
09/02/2017,05 - 06,06 - 07,"44,57",
09/02/2017,06 - 07,07 - 08,"51,33",
09/02/2017,07 - 08,08 - 09,"49,96",
09/02/2017,08 - 09,09 - 10,"55,11",
09/02/2017,09 - 10,10 - 11,"58,67",
09/02/2017,10 - 11,11 - 12,"57,01",
09/02/2017,11 - 12,12 - 13,"53,24",
09/02/2017,12 - 13,13 - 14,"51,64",
09/02/2017,13 - 14,14 - 15,"51,01",
09/02/2017,14 - 15,15 - 16,"51,08",
09/02/2017,15 - 16,16 - 17,"50,66",
09/02/2017,16 - 17,17 - 18,"58,22",
09/02/2017,17 - 18,18 - 19,"68,71",
09/02/2017,18 - 19,19 - 20,"67,82",
09/02/2017,19 - 20,20 - 21,"61,67",
09/02/2017,20 - 21,21 - 22,"56,69",
09/02/2017,21 - 22,22 - 23,"50,09",
09/02/2017,22 - 23,23 - 00,"43,95",
10/02/2017,23 - 00,00 - 01,"44,96",
10/02/2017,00 - 01,01 - 02,"44,85",
10/02/2017,01 - 02,02 - 03,"43,85",
10/02/2017,02 - 03,03 - 04,"42,79",
10/02/2017,03 - 04,04 - 05,"41,60",
10/02/2017,04 - 05,05 - 06,"42,77",
10/02/2017,05 - 06,06 - 07,"43,94",
10/02/2017,06 - 07,07 - 08,"50,06",
10/02/2017,07 - 08,08 - 09,"52,10",
10/02/2017,08 - 09,09 - 10,"59,85",
10/02/2017,09 - 10,10 - 11,"63,34",
10/02/2017,10 - 11,11 - 12,"61,95",
10/02/2017,11 - 12,12 - 13,"60,01",
10/02/2017,12 - 13,13 - 14,"58,70",
10/02/2017,13 - 14,14 - 15,"56,01",
10/02/2017,14 - 15,15 - 16,"48,01",
10/02/2017,15 - 16,16 - 17,"46,60",
10/02/2017,16 - 17,17 - 18,"58,67",
10/02/2017,17 - 18,18 - 19,"74,93",
10/02/2017,18 - 19,19 - 20,"73,27",
10/02/2017,19 - 20,20 - 21,"64,48",
10/02/2017,20 - 21,21 - 22,"56,10",
10/02/2017,21 - 22,22 - 23,"49,82",
10/02/2017,22 - 23,23 - 00,"43,92",
11/02/2017,23 - 00,00 - 01,"52,06",
11/02/2017,00 - 01,01 - 02,"48,90",
11/02/2017,01 - 02,02 - 03,"45,19",
11/02/2017,02 - 03,03 - 04,"42,46",
11/02/2017,03 - 04,04 - 05,"41,09",
11/02/2017,04 - 05,05 - 06,"39,09",
11/02/2017,05 - 06,06 - 07,"41,04",
11/02/2017,06 - 07,07 - 08,"40,52",
11/02/2017,07 - 08,08 - 09,"42,05",
11/02/2017,08 - 09,09 - 10,"46,97",
11/02/2017,09 - 10,10 - 11,"55,95",
11/02/2017,10 - 11,11 - 12,"53,87",
11/02/2017,11 - 12,12 - 13,"54,55",
11/02/2017,12 - 13,13 - 14,"50,83",
11/02/2017,13 - 14,14 - 15,"44,75",
11/02/2017,14 - 15,15 - 16,"43,56",
11/02/2017,15 - 16,16 - 17,"42,70",
11/02/2017,16 - 17,17 - 18,"43,91",
11/02/2017,17 - 18,18 - 19,"69,96",
11/02/2017,18 - 19,19 - 20,"79,67",
11/02/2017,19 - 20,20 - 21,"54,34",
11/02/2017,20 - 21,21 - 22,"50,01",
11/02/2017,21 - 22,22 - 23,"45,97",
11/02/2017,22 - 23,23 - 00,"43,93",
12/02/2017,23 - 00,00 - 01,"52,85",
12/02/2017,00 - 01,01 - 02,"50,00",
12/02/2017,01 - 02,02 - 03,"49,59",
12/02/2017,02 - 03,03 - 04,"41,06",
12/02/2017,03 - 04,04 - 05,"40,20",
12/02/2017,04 - 05,05 - 06,"36,00",
12/02/2017,05 - 06,06 - 07,"34,41",
12/02/2017,06 - 07,07 - 08,"37,93",
12/02/2017,07 - 08,08 - 09,"32,08",
12/02/2017,08 - 09,09 - 10,"39,97",
12/02/2017,09 - 10,10 - 11,"41,94",
12/02/2017,10 - 11,11 - 12,"49,82",
12/02/2017,11 - 12,12 - 13,"53,50",
12/02/2017,12 - 13,13 - 14,"55,00",
12/02/2017,13 - 14,14 - 15,"54,00",
12/02/2017,14 - 15,15 - 16,"44,41",
12/02/2017,15 - 16,16 - 17,"42,00",
12/02/2017,16 - 17,17 - 18,"41,79",
12/02/2017,17 - 18,18 - 19,"65,00",
12/02/2017,18 - 19,19 - 20,"74,97",
12/02/2017,19 - 20,20 - 21,"55,00",
12/02/2017,20 - 21,21 - 22,"55,30",
12/02/2017,21 - 22,22 - 23,"41,57",
12/02/2017,22 - 23,23 - 00,"35,38",
13/02/2017,23 - 00,00 - 01,"39,71",
13/02/2017,00 - 01,01 - 02,"42,41",
13/02/2017,01 - 02,02 - 03,"42,10",
13/02/2017,02 - 03,03 - 04,"40,80",
13/02/2017,03 - 04,04 - 05,"39,50",
13/02/2017,04 - 05,05 - 06,"39,49",
13/02/2017,05 - 06,06 - 07,"39,50",
13/02/2017,06 - 07,07 - 08,"50,90",
13/02/2017,07 - 08,08 - 09,"51,71",
13/02/2017,08 - 09,09 - 10,"52,22",
13/02/2017,09 - 10,10 - 11,"55,33",
13/02/2017,10 - 11,11 - 12,"49,98",
13/02/2017,11 - 12,12 - 13,"47,63",
13/02/2017,12 - 13,13 - 14,"45,79",
13/02/2017,13 - 14,14 - 15,"43,02",
13/02/2017,14 - 15,15 - 16,"42,53",
13/02/2017,15 - 16,16 - 17,"43,13",
13/02/2017,16 - 17,17 - 18,"46,99",
13/02/2017,17 - 18,18 - 19,"67,59",
13/02/2017,18 - 19,19 - 20,"75,30",
13/02/2017,19 - 20,20 - 21,"64,91",
13/02/2017,20 - 21,21 - 22,"61,61",
13/02/2017,21 - 22,22 - 23,"42,41",
13/02/2017,22 - 23,23 - 00,"40,80",
14/02/2017,23 - 00,00 - 01,"41,90",
14/02/2017,00 - 01,01 - 02,"42,85",
14/02/2017,01 - 02,02 - 03,"43,01",
14/02/2017,02 - 03,03 - 04,"40,75",
14/02/2017,03 - 04,04 - 05,"39,94",
14/02/2017,04 - 05,05 - 06,"38,89",
14/02/2017,05 - 06,06 - 07,"42,16",
14/02/2017,06 - 07,07 - 08,"53,05",
14/02/2017,07 - 08,08 - 09,"46,92",
14/02/2017,08 - 09,09 - 10,"54,30",
14/02/2017,09 - 10,10 - 11,"53,68",
14/02/2017,10 - 11,11 - 12,"50,24",
14/02/2017,11 - 12,12 - 13,"50,22",
14/02/2017,12 - 13,13 - 14,"49,79",
14/02/2017,13 - 14,14 - 15,"47,26",
14/02/2017,14 - 15,15 - 16,"47,92",
14/02/2017,15 - 16,16 - 17,"56,96",
14/02/2017,16 - 17,17 - 18,"53,97",
14/02/2017,17 - 18,18 - 19,"71,10",
14/02/2017,18 - 19,19 - 20,"83,17",
14/02/2017,19 - 20,20 - 21,"69,42",
14/02/2017,20 - 21,21 - 22,"60,93",
14/02/2017,21 - 22,22 - 23,"46,45",
14/02/2017,22 - 23,23 - 00,"42,54",
15/02/2017,23 - 00,00 - 01,"41,06",
15/02/2017,00 - 01,01 - 02,"41,56",
15/02/2017,01 - 02,02 - 03,"41,42",
15/02/2017,02 - 03,03 - 04,"39,97",
15/02/2017,03 - 04,04 - 05,"38,00",
15/02/2017,04 - 05,05 - 06,"37,41",
15/02/2017,05 - 06,06 - 07,"41,02",
15/02/2017,06 - 07,07 - 08,"51,96",
15/02/2017,07 - 08,08 - 09,"51,93",
15/02/2017,08 - 09,09 - 10,"53,32",
15/02/2017,09 - 10,10 - 11,"57,44",
15/02/2017,10 - 11,11 - 12,"52,20",
15/02/2017,11 - 12,12 - 13,"47,70",
15/02/2017,12 - 13,13 - 14,"45,92",
15/02/2017,13 - 14,14 - 15,"42,63",
15/02/2017,14 - 15,15 - 16,"44,40",
15/02/2017,15 - 16,16 - 17,"47,42",
