date,hour,CET/CEST time,price_sterling,
20/09/2018,01 - 02,02 - 03,"36,71",
20/09/2018,02 - 03,03 - 04,"36,53",
20/09/2018,03 - 04,04 - 05,"39,05",
20/09/2018,04 - 05,05 - 06,"44,81",
20/09/2018,05 - 06,06 - 07,"61,22",
20/09/2018,06 - 07,07 - 08,"69,29",
20/09/2018,07 - 08,08 - 09,"69,02",
20/09/2018,08 - 09,09 - 10,"68,65",
20/09/2018,09 - 10,10 - 11,"73,03",
20/09/2018,10 - 11,11 - 12,"71,95",
20/09/2018,11 - 12,12 - 13,"73,10",
20/09/2018,12 - 13,13 - 14,"71,98",
20/09/2018,13 - 14,14 - 15,"66,50",
20/09/2018,14 - 15,15 - 16,"66,50",
20/09/2018,15 - 16,16 - 17,"73,10",
20/09/2018,16 - 17,17 - 18,"81,40",
20/09/2018,17 - 18,18 - 19,"80,99",
20/09/2018,18 - 19,19 - 20,"84,00",
20/09/2018,19 - 20,20 - 21,"81,65",
20/09/2018,20 - 21,21 - 22,"69,00",
20/09/2018,21 - 22,22 - 23,"63,00",
20/09/2018,22 - 23,23 - 00,"56,60",
21/09/2018,23 - 00,00 - 01,"78,40",
21/09/2018,00 - 01,01 - 02,"60,00",
21/09/2018,01 - 02,02 - 03,"54,93",
21/09/2018,02 - 03,03 - 04,"38,60",
21/09/2018,03 - 04,04 - 05,"29,97",
21/09/2018,04 - 05,05 - 06,"31,86",
21/09/2018,05 - 06,06 - 07,"51,95",
21/09/2018,06 - 07,07 - 08,"70,00",
21/09/2018,07 - 08,08 - 09,"84,93",
21/09/2018,08 - 09,09 - 10,"90,70",
21/09/2018,09 - 10,10 - 11,"83,16",
21/09/2018,10 - 11,11 - 12,"70,00",
21/09/2018,11 - 12,12 - 13,"63,43",
21/09/2018,12 - 13,13 - 14,"60,89",
21/09/2018,13 - 14,14 - 15,"58,20",
21/09/2018,14 - 15,15 - 16,"56,98",
21/09/2018,15 - 16,16 - 17,"58,03",
21/09/2018,16 - 17,17 - 18,"62,20",
21/09/2018,17 - 18,18 - 19,"68,00",
21/09/2018,18 - 19,19 - 20,"79,70",
21/09/2018,19 - 20,20 - 21,"89,93",
21/09/2018,20 - 21,21 - 22,"84,93",
21/09/2018,21 - 22,22 - 23,"70,00",
21/09/2018,22 - 23,23 - 00,"62,42",
22/09/2018,23 - 00,00 - 01,"58,00",
22/09/2018,00 - 01,01 - 02,"50,89",
22/09/2018,01 - 02,02 - 03,"49,59",
22/09/2018,02 - 03,03 - 04,"43,30",
22/09/2018,03 - 04,04 - 05,"36,68",
22/09/2018,04 - 05,05 - 06,"37,99",
22/09/2018,05 - 06,06 - 07,"41,98",
22/09/2018,06 - 07,07 - 08,"52,80",
22/09/2018,07 - 08,08 - 09,"60,00",
22/09/2018,08 - 09,09 - 10,"68,90",
22/09/2018,09 - 10,10 - 11,"80,30",
22/09/2018,10 - 11,11 - 12,"68,60",
22/09/2018,11 - 12,12 - 13,"66,90",
22/09/2018,12 - 13,13 - 14,"69,99",
22/09/2018,13 - 14,14 - 15,"69,20",
22/09/2018,14 - 15,15 - 16,"75,08",
22/09/2018,15 - 16,16 - 17,"62,29",
22/09/2018,16 - 17,17 - 18,"69,76",
22/09/2018,17 - 18,18 - 19,"90,00",
22/09/2018,18 - 19,19 - 20,"99,92",
22/09/2018,19 - 20,20 - 21,"100,06",
22/09/2018,20 - 21,21 - 22,"90,00",
22/09/2018,21 - 22,22 - 23,"69,00",
22/09/2018,22 - 23,23 - 00,"64,01",
23/09/2018,23 - 00,00 - 01,"80,07",
23/09/2018,00 - 01,01 - 02,"71,00",
23/09/2018,01 - 02,02 - 03,"69,10",
23/09/2018,02 - 03,03 - 04,"70,00",
23/09/2018,03 - 04,04 - 05,"69,70",
23/09/2018,04 - 05,05 - 06,"64,99",
23/09/2018,05 - 06,06 - 07,"65,04",
23/09/2018,06 - 07,07 - 08,"68,71",
23/09/2018,07 - 08,08 - 09,"64,01",
23/09/2018,08 - 09,09 - 10,"68,00",
23/09/2018,09 - 10,10 - 11,"88,10",
23/09/2018,10 - 11,11 - 12,"90,11",
23/09/2018,11 - 12,12 - 13,"78,79",
23/09/2018,12 - 13,13 - 14,"69,84",
23/09/2018,13 - 14,14 - 15,"60,20",
23/09/2018,14 - 15,15 - 16,"50,00",
23/09/2018,15 - 16,16 - 17,"53,60",
23/09/2018,16 - 17,17 - 18,"57,54",
23/09/2018,17 - 18,18 - 19,"70,00",
23/09/2018,18 - 19,19 - 20,"85,37",
23/09/2018,19 - 20,20 - 21,"95,00",
23/09/2018,20 - 21,21 - 22,"90,00",
23/09/2018,21 - 22,22 - 23,"73,40",
23/09/2018,22 - 23,23 - 00,"67,91",
24/09/2018,23 - 00,00 - 01,"59,91",
24/09/2018,00 - 01,01 - 02,"51,16",
24/09/2018,01 - 02,02 - 03,"64,54",
24/09/2018,02 - 03,03 - 04,"64,32",
24/09/2018,03 - 04,04 - 05,"65,00",
24/09/2018,04 - 05,05 - 06,"74,94",
24/09/2018,05 - 06,06 - 07,"74,60",
24/09/2018,06 - 07,07 - 08,"78,03",
24/09/2018,07 - 08,08 - 09,"74,30",
24/09/2018,08 - 09,09 - 10,"83,10",
24/09/2018,09 - 10,10 - 11,"75,10",
24/09/2018,10 - 11,11 - 12,"68,41",
24/09/2018,11 - 12,12 - 13,"65,21",
24/09/2018,12 - 13,13 - 14,"65,08",
24/09/2018,13 - 14,14 - 15,"64,15",
24/09/2018,14 - 15,15 - 16,"63,58",
24/09/2018,15 - 16,16 - 17,"63,14",
24/09/2018,16 - 17,17 - 18,"71,70",
24/09/2018,17 - 18,18 - 19,"83,70",
24/09/2018,18 - 19,19 - 20,"98,01",
24/09/2018,19 - 20,20 - 21,"110,00",
24/09/2018,20 - 21,21 - 22,"93,83",
24/09/2018,21 - 22,22 - 23,"70,00",
24/09/2018,22 - 23,23 - 00,"66,70",
25/09/2018,23 - 00,00 - 01,"75,03",
25/09/2018,00 - 01,01 - 02,"65,00",
25/09/2018,01 - 02,02 - 03,"64,00",
25/09/2018,02 - 03,03 - 04,"63,59",
25/09/2018,03 - 04,04 - 05,"62,90",
25/09/2018,04 - 05,05 - 06,"62,00",
25/09/2018,05 - 06,06 - 07,"63,80",
25/09/2018,06 - 07,07 - 08,"71,14",
25/09/2018,07 - 08,08 - 09,"109,00",
25/09/2018,08 - 09,09 - 10,"100,11",
25/09/2018,09 - 10,10 - 11,"82,00",
25/09/2018,10 - 11,11 - 12,"69,20",
25/09/2018,11 - 12,12 - 13,"62,08",
25/09/2018,12 - 13,13 - 14,"61,00",
25/09/2018,13 - 14,14 - 15,"58,00",
25/09/2018,14 - 15,15 - 16,"57,00",
25/09/2018,15 - 16,16 - 17,"59,46",
25/09/2018,16 - 17,17 - 18,"65,60",
25/09/2018,17 - 18,18 - 19,"72,80",
25/09/2018,18 - 19,19 - 20,"82,31",
25/09/2018,19 - 20,20 - 21,"94,93",
25/09/2018,20 - 21,21 - 22,"79,00",
25/09/2018,21 - 22,22 - 23,"63,92",
25/09/2018,22 - 23,23 - 00,"54,15",
26/09/2018,23 - 00,00 - 01,"69,94",
26/09/2018,00 - 01,01 - 02,"53,47",
26/09/2018,01 - 02,02 - 03,"50,19",
26/09/2018,02 - 03,03 - 04,"44,09",
26/09/2018,03 - 04,04 - 05,"40,10",
26/09/2018,04 - 05,05 - 06,"45,67",
26/09/2018,05 - 06,06 - 07,"55,38",
26/09/2018,06 - 07,07 - 08,"70,00",
26/09/2018,07 - 08,08 - 09,"84,00",
26/09/2018,08 - 09,09 - 10,"90,00",
26/09/2018,09 - 10,10 - 11,"76,60",
26/09/2018,10 - 11,11 - 12,"66,40",
26/09/2018,11 - 12,12 - 13,"62,14",
26/09/2018,12 - 13,13 - 14,"59,59",
26/09/2018,13 - 14,14 - 15,"60,00",
26/09/2018,14 - 15,15 - 16,"60,04",
26/09/2018,15 - 16,16 - 17,"60,40",
26/09/2018,16 - 17,17 - 18,"65,70",
26/09/2018,17 - 18,18 - 19,"69,18",
26/09/2018,18 - 19,19 - 20,"83,92",
26/09/2018,19 - 20,20 - 21,"105,90",
26/09/2018,20 - 21,21 - 22,"85,23",
26/09/2018,21 - 22,22 - 23,"67,93",
26/09/2018,22 - 23,23 - 00,"62,98",
27/09/2018,23 - 00,00 - 01,"74,35",
27/09/2018,00 - 01,01 - 02,"66,92",
27/09/2018,01 - 02,02 - 03,"61,20",
27/09/2018,02 - 03,03 - 04,"56,99",
27/09/2018,03 - 04,04 - 05,"56,10",
27/09/2018,04 - 05,05 - 06,"56,55",
27/09/2018,05 - 06,06 - 07,"61,19",
27/09/2018,06 - 07,07 - 08,"68,58",
27/09/2018,07 - 08,08 - 09,"83,10",
27/09/2018,08 - 09,09 - 10,"96,11",
27/09/2018,09 - 10,10 - 11,"73,00",
27/09/2018,10 - 11,11 - 12,"64,80",
27/09/2018,11 - 12,12 - 13,"60,04",
27/09/2018,12 - 13,13 - 14,"60,00",
27/09/2018,13 - 14,14 - 15,"59,56",
27/09/2018,14 - 15,15 - 16,"60,00",
27/09/2018,15 - 16,16 - 17,"63,00",
27/09/2018,16 - 17,17 - 18,"68,70",
27/09/2018,17 - 18,18 - 19,"77,40",
27/09/2018,18 - 19,19 - 20,"89,86",
27/09/2018,19 - 20,20 - 21,"100,00",
27/09/2018,20 - 21,21 - 22,"80,00",
27/09/2018,21 - 22,22 - 23,"65,96",
27/09/2018,22 - 23,23 - 00,"64,94",
28/09/2018,23 - 00,00 - 01,"62,99",
28/09/2018,00 - 01,01 - 02,"60,99",
28/09/2018,01 - 02,02 - 03,"58,95",
28/09/2018,02 - 03,03 - 04,"58,97",
28/09/2018,03 - 04,04 - 05,"58,90",
28/09/2018,04 - 05,05 - 06,"57,70",
28/09/2018,05 - 06,06 - 07,"61,99",
28/09/2018,06 - 07,07 - 08,"71,23",
28/09/2018,07 - 08,08 - 09,"75,41",
28/09/2018,08 - 09,09 - 10,"87,81",
28/09/2018,09 - 10,10 - 11,"84,80",
28/09/2018,10 - 11,11 - 12,"67,00",
28/09/2018,11 - 12,12 - 13,"61,80",
28/09/2018,12 - 13,13 - 14,"60,00",
28/09/2018,13 - 14,14 - 15,"58,08",
28/09/2018,14 - 15,15 - 16,"58,00",
28/09/2018,15 - 16,16 - 17,"58,59",
28/09/2018,16 - 17,17 - 18,"67,20",
28/09/2018,17 - 18,18 - 19,"68,00",
28/09/2018,18 - 19,19 - 20,"86,50",
28/09/2018,19 - 20,20 - 21,"96,98",
28/09/2018,20 - 21,21 - 22,"76,30",
28/09/2018,21 - 22,22 - 23,"69,00",
28/09/2018,22 - 23,23 - 00,"65,10",
29/09/2018,23 - 00,00 - 01,"75,30",
29/09/2018,00 - 01,01 - 02,"68,70",
29/09/2018,01 - 02,02 - 03,"71,30",
29/09/2018,02 - 03,03 - 04,"62,83",
29/09/2018,03 - 04,04 - 05,"60,06",
29/09/2018,04 - 05,05 - 06,"58,40",
29/09/2018,05 - 06,06 - 07,"53,47",
29/09/2018,06 - 07,07 - 08,"63,91",
29/09/2018,07 - 08,08 - 09,"73,40",
29/09/2018,08 - 09,09 - 10,"93,50",
29/09/2018,09 - 10,10 - 11,"85,33",
29/09/2018,10 - 11,11 - 12,"73,80",
29/09/2018,11 - 12,12 - 13,"58,09",
29/09/2018,12 - 13,13 - 14,"56,91",
29/09/2018,13 - 14,14 - 15,"50,29",
29/09/2018,14 - 15,15 - 16,"49,55",
29/09/2018,15 - 16,16 - 17,"52,92",
29/09/2018,16 - 17,17 - 18,"58,60",
29/09/2018,17 - 18,18 - 19,"72,16",
29/09/2018,18 - 19,19 - 20,"85,32",
29/09/2018,19 - 20,20 - 21,"101,75",
29/09/2018,20 - 21,21 - 22,"79,87",
29/09/2018,21 - 22,22 - 23,"63,00",
29/09/2018,22 - 23,23 - 00,"59,97",
30/09/2018,23 - 00,00 - 01,"73,90",
30/09/2018,00 - 01,01 - 02,"70,50",
30/09/2018,01 - 02,02 - 03,"68,80",
30/09/2018,02 - 03,03 - 04,"60,00",
30/09/2018,03 - 04,04 - 05,"58,95",
30/09/2018,04 - 05,05 - 06,"57,97",
30/09/2018,05 - 06,06 - 07,"58,98",
30/09/2018,06 - 07,07 - 08,"61,91",
30/09/2018,07 - 08,08 - 09,"59,00",
30/09/2018,08 - 09,09 - 10,"69,96",
30/09/2018,09 - 10,10 - 11,"78,40",
30/09/2018,10 - 11,11 - 12,"79,00",
30/09/2018,11 - 12,12 - 13,"72,00",
30/09/2018,12 - 13,13 - 14,"67,10",
30/09/2018,13 - 14,14 - 15,"65,80",
30/09/2018,14 - 15,15 - 16,"59,00",
30/09/2018,15 - 16,16 - 17,"58,00",
30/09/2018,16 - 17,17 - 18,"61,55",
30/09/2018,17 - 18,18 - 19,"70,00",
30/09/2018,18 - 19,19 - 20,"86,00",
30/09/2018,19 - 20,20 - 21,"99,92",
30/09/2018,20 - 21,21 - 22,"81,00",
30/09/2018,21 - 22,22 - 23,"63,00",
30/09/2018,22 - 23,23 - 00,"55,92",
01/10/2018,23 - 00,00 - 01,"54,79",
01/10/2018,00 - 01,01 - 02,"51,63",
01/10/2018,01 - 02,02 - 03,"49,00",
01/10/2018,02 - 03,03 - 04,"54,19",
01/10/2018,03 - 04,04 - 05,"60,94",
01/10/2018,04 - 05,05 - 06,"61,99",
01/10/2018,05 - 06,06 - 07,"66,05",
01/10/2018,06 - 07,07 - 08,"71,16",
01/10/2018,07 - 08,08 - 09,"78,20",
01/10/2018,08 - 09,09 - 10,"88,18",
01/10/2018,09 - 10,10 - 11,"76,00",
01/10/2018,10 - 11,11 - 12,"66,21",
01/10/2018,11 - 12,12 - 13,"64,00",
01/10/2018,12 - 13,13 - 14,"67,70",
01/10/2018,13 - 14,14 - 15,"67,88",
01/10/2018,14 - 15,15 - 16,"58,82",
01/10/2018,15 - 16,16 - 17,"64,00",
01/10/2018,16 - 17,17 - 18,"72,00",
01/10/2018,17 - 18,18 - 19,"82,00",
01/10/2018,18 - 19,19 - 20,"90,00",
01/10/2018,19 - 20,20 - 21,"93,65",
01/10/2018,20 - 21,21 - 22,"70,00",
01/10/2018,21 - 22,22 - 23,"60,00",
01/10/2018,22 - 23,23 - 00,"54,36",
02/10/2018,23 - 00,00 - 01,"53,81",
02/10/2018,00 - 01,01 - 02,"51,84",
02/10/2018,01 - 02,02 - 03,"44,90",
02/10/2018,02 - 03,03 - 04,"42,15",
02/10/2018,03 - 04,04 - 05,"41,93",
02/10/2018,04 - 05,05 - 06,"43,98",
02/10/2018,05 - 06,06 - 07,"52,00",
02/10/2018,06 - 07,07 - 08,"63,76",
02/10/2018,07 - 08,08 - 09,"64,48",
02/10/2018,08 - 09,09 - 10,"68,69",
02/10/2018,09 - 10,10 - 11,"67,06",
02/10/2018,10 - 11,11 - 12,"61,19",
02/10/2018,11 - 12,12 - 13,"62,09",
02/10/2018,12 - 13,13 - 14,"60,72",
02/10/2018,13 - 14,14 - 15,"59,42",
02/10/2018,14 - 15,15 - 16,"58,00",
02/10/2018,15 - 16,16 - 17,"56,45",
02/10/2018,16 - 17,17 - 18,"60,10",
02/10/2018,17 - 18,18 - 19,"67,28",
02/10/2018,18 - 19,19 - 20,"83,00",
02/10/2018,19 - 20,20 - 21,"89,95",
02/10/2018,20 - 21,21 - 22,"73,00",
02/10/2018,21 - 22,22 - 23,"63,65",
02/10/2018,22 - 23,23 - 00,"59,24",
03/10/2018,23 - 00,00 - 01,"56,23",
03/10/2018,00 - 01,01 - 02,"54,00",
03/10/2018,01 - 02,02 - 03,"54,91",
03/10/2018,02 - 03,03 - 04,"55,10",
03/10/2018,03 - 04,04 - 05,"64,90",
03/10/2018,04 - 05,05 - 06,"65,00",
03/10/2018,05 - 06,06 - 07,"70,00",
03/10/2018,06 - 07,07 - 08,"77,00",
03/10/2018,07 - 08,08 - 09,"78,00",
03/10/2018,08 - 09,09 - 10,"85,00",
03/10/2018,09 - 10,10 - 11,"78,99",
03/10/2018,10 - 11,11 - 12,"69,88",
03/10/2018,11 - 12,12 - 13,"68,78",
03/10/2018,12 - 13,13 - 14,"68,94",
03/10/2018,13 - 14,14 - 15,"65,00",
03/10/2018,14 - 15,15 - 16,"62,03",
03/10/2018,15 - 16,16 - 17,"58,70",
03/10/2018,16 - 17,17 - 18,"67,38",
03/10/2018,17 - 18,18 - 19,"72,00",
03/10/2018,18 - 19,19 - 20,"89,81",
03/10/2018,19 - 20,20 - 21,"88,86",
03/10/2018,20 - 21,21 - 22,"71,74",
03/10/2018,21 - 22,22 - 23,"66,69",
03/10/2018,22 - 23,23 - 00,"59,94",
04/10/2018,23 - 00,00 - 01,"67,93",
04/10/2018,00 - 01,01 - 02,"54,95",
04/10/2018,01 - 02,02 - 03,"54,42",
04/10/2018,02 - 03,03 - 04,"54,49",
04/10/2018,03 - 04,04 - 05,"56,30",
04/10/2018,04 - 05,05 - 06,"56,30",
04/10/2018,05 - 06,06 - 07,"67,98",
04/10/2018,06 - 07,07 - 08,"73,16",
04/10/2018,07 - 08,08 - 09,"73,94",
04/10/2018,08 - 09,09 - 10,"74,93",
04/10/2018,09 - 10,10 - 11,"72,07",
04/10/2018,10 - 11,11 - 12,"66,80",
04/10/2018,11 - 12,12 - 13,"65,14",
04/10/2018,12 - 13,13 - 14,"61,72",
04/10/2018,13 - 14,14 - 15,"58,47",
04/10/2018,14 - 15,15 - 16,"55,57",
04/10/2018,15 - 16,16 - 17,"59,57",
04/10/2018,16 - 17,17 - 18,"68,14",
04/10/2018,17 - 18,18 - 19,"73,25",
04/10/2018,18 - 19,19 - 20,"82,96",
04/10/2018,19 - 20,20 - 21,"90,00",
04/10/2018,20 - 21,21 - 22,"72,65",
04/10/2018,21 - 22,22 - 23,"69,36",
04/10/2018,22 - 23,23 - 00,"64,80",
05/10/2018,23 - 00,00 - 01,"64,97",
05/10/2018,00 - 01,01 - 02,"59,14",
05/10/2018,01 - 02,02 - 03,"56,64",
05/10/2018,02 - 03,03 - 04,"56,30",
05/10/2018,03 - 04,04 - 05,"55,00",
05/10/2018,04 - 05,05 - 06,"55,00",
05/10/2018,05 - 06,06 - 07,"59,05",
05/10/2018,06 - 07,07 - 08,"71,74",
05/10/2018,07 - 08,08 - 09,"72,58",
05/10/2018,08 - 09,09 - 10,"76,50",
05/10/2018,09 - 10,10 - 11,"73,30",
05/10/2018,10 - 11,11 - 12,"68,05",
05/10/2018,11 - 12,12 - 13,"67,95",
05/10/2018,12 - 13,13 - 14,"59,59",
05/10/2018,13 - 14,14 - 15,"59,57",
05/10/2018,14 - 15,15 - 16,"58,51",
05/10/2018,15 - 16,16 - 17,"58,52",
05/10/2018,16 - 17,17 - 18,"68,52",
05/10/2018,17 - 18,18 - 19,"75,20",
05/10/2018,18 - 19,19 - 20,"88,71",
05/10/2018,19 - 20,20 - 21,"93,70",
05/10/2018,20 - 21,21 - 22,"72,46",
05/10/2018,21 - 22,22 - 23,"61,95",
05/10/2018,22 - 23,23 - 00,"57,01",
06/10/2018,23 - 00,00 - 01,"71,93",
06/10/2018,00 - 01,01 - 02,"62,76",
06/10/2018,01 - 02,02 - 03,"59,09",
06/10/2018,02 - 03,03 - 04,"56,58",
06/10/2018,03 - 04,04 - 05,"54,93",
06/10/2018,04 - 05,05 - 06,"54,91",
06/10/2018,05 - 06,06 - 07,"53,99",
06/10/2018,06 - 07,07 - 08,"56,70",
06/10/2018,07 - 08,08 - 09,"57,76",
06/10/2018,08 - 09,09 - 10,"74,00",
06/10/2018,09 - 10,10 - 11,"86,00",
06/10/2018,10 - 11,11 - 12,"86,96",
06/10/2018,11 - 12,12 - 13,"83,60",
06/10/2018,12 - 13,13 - 14,"78,99",
06/10/2018,13 - 14,14 - 15,"66,00",
06/10/2018,14 - 15,15 - 16,"56,99",
06/10/2018,15 - 16,16 - 17,"55,00",
06/10/2018,16 - 17,17 - 18,"58,00",
06/10/2018,17 - 18,18 - 19,"65,51",
06/10/2018,18 - 19,19 - 20,"83,71",
06/10/2018,19 - 20,20 - 21,"86,98",
06/10/2018,20 - 21,21 - 22,"65,42",
06/10/2018,21 - 22,22 - 23,"64,53",
06/10/2018,22 - 23,23 - 00,"58,53",
07/10/2018,23 - 00,00 - 01,"78,00",
07/10/2018,00 - 01,01 - 02,"65,00",
07/10/2018,01 - 02,02 - 03,"66,56",
07/10/2018,02 - 03,03 - 04,"66,00",
07/10/2018,03 - 04,04 - 05,"60,43",
07/10/2018,04 - 05,05 - 06,"58,96",
07/10/2018,05 - 06,06 - 07,"58,95",
07/10/2018,06 - 07,07 - 08,"60,22",
07/10/2018,07 - 08,08 - 09,"61,65",
07/10/2018,08 - 09,09 - 10,"69,00",
07/10/2018,09 - 10,10 - 11,"79,00",
07/10/2018,10 - 11,11 - 12,"74,00",
07/10/2018,11 - 12,12 - 13,"65,00",
07/10/2018,12 - 13,13 - 14,"56,80",
07/10/2018,13 - 14,14 - 15,"47,57",
07/10/2018,14 - 15,15 - 16,"49,00",
07/10/2018,15 - 16,16 - 17,"52,54",
07/10/2018,16 - 17,17 - 18,"57,00",
07/10/2018,17 - 18,18 - 19,"72,60",
07/10/2018,18 - 19,19 - 20,"89,14",
07/10/2018,19 - 20,20 - 21,"92,00",
07/10/2018,20 - 21,21 - 22,"78,57",
07/10/2018,21 - 22,22 - 23,"62,11",
07/10/2018,22 - 23,23 - 00,"57,53",
08/10/2018,23 - 00,00 - 01,"50,22",
08/10/2018,00 - 01,01 - 02,"46,29",
08/10/2018,01 - 02,02 - 03,"44,17",
08/10/2018,02 - 03,03 - 04,"42,53",
08/10/2018,03 - 04,04 - 05,"43,08",
08/10/2018,04 - 05,05 - 06,"47,99",
08/10/2018,05 - 06,06 - 07,"56,56",
08/10/2018,06 - 07,07 - 08,"71,87",
08/10/2018,07 - 08,08 - 09,"74,27",
08/10/2018,08 - 09,09 - 10,"76,02",
08/10/2018,09 - 10,10 - 11,"73,17",
08/10/2018,10 - 11,11 - 12,"65,50",
08/10/2018,11 - 12,12 - 13,"64,43",
08/10/2018,12 - 13,13 - 14,"62,50",
08/10/2018,13 - 14,14 - 15,"59,36",
08/10/2018,14 - 15,15 - 16,"57,82",
08/10/2018,15 - 16,16 - 17,"57,48",
08/10/2018,16 - 17,17 - 18,"67,31",
08/10/2018,17 - 18,18 - 19,"77,26",
08/10/2018,18 - 19,19 - 20,"91,92",
08/10/2018,19 - 20,20 - 21,"89,45",
08/10/2018,20 - 21,21 - 22,"70,38",
08/10/2018,21 - 22,22 - 23,"63,69",
08/10/2018,22 - 23,23 - 00,"60,75",
09/10/2018,23 - 00,00 - 01,"61,64",
09/10/2018,00 - 01,01 - 02,"52,27",
09/10/2018,01 - 02,02 - 03,"51,00",
09/10/2018,02 - 03,03 - 04,"47,32",
09/10/2018,03 - 04,04 - 05,"50,18",
09/10/2018,04 - 05,05 - 06,"54,68",
09/10/2018,05 - 06,06 - 07,"66,83",
09/10/2018,06 - 07,07 - 08,"80,08",
09/10/2018,07 - 08,08 - 09,"84,74",
09/10/2018,08 - 09,09 - 10,"82,70",
09/10/2018,09 - 10,10 - 11,"72,36",
09/10/2018,10 - 11,11 - 12,"61,99",
09/10/2018,11 - 12,12 - 13,"61,86",
09/10/2018,12 - 13,13 - 14,"60,96",
09/10/2018,13 - 14,14 - 15,"57,29",
09/10/2018,14 - 15,15 - 16,"57,74",
09/10/2018,15 - 16,16 - 17,"60,78",
09/10/2018,16 - 17,17 - 18,"71,44",
09/10/2018,17 - 18,18 - 19,"80,98",
09/10/2018,18 - 19,19 - 20,"99,22",
09/10/2018,19 - 20,20 - 21,"85,21",
09/10/2018,20 - 21,21 - 22,"72,66",
09/10/2018,21 - 22,22 - 23,"62,96",
09/10/2018,22 - 23,23 - 00,"56,52",
10/10/2018,23 - 00,00 - 01,"58,43",
10/10/2018,00 - 01,01 - 02,"53,98",
10/10/2018,01 - 02,02 - 03,"54,98",
10/10/2018,02 - 03,03 - 04,"55,67",
10/10/2018,03 - 04,04 - 05,"58,00",
10/10/2018,04 - 05,05 - 06,"63,41",
10/10/2018,05 - 06,06 - 07,"65,35",
10/10/2018,06 - 07,07 - 08,"79,71",
10/10/2018,07 - 08,08 - 09,"86,00",
10/10/2018,08 - 09,09 - 10,"90,00",
10/10/2018,09 - 10,10 - 11,"76,00",
10/10/2018,10 - 11,11 - 12,"67,00",
10/10/2018,11 - 12,12 - 13,"65,00",
10/10/2018,12 - 13,13 - 14,"60,00",
10/10/2018,13 - 14,14 - 15,"56,02",
10/10/2018,14 - 15,15 - 16,"55,27",
10/10/2018,15 - 16,16 - 17,"55,03",
10/10/2018,16 - 17,17 - 18,"62,77",
10/10/2018,17 - 18,18 - 19,"72,60",
10/10/2018,18 - 19,19 - 20,"86,00",
10/10/2018,19 - 20,20 - 21,"86,00",
10/10/2018,20 - 21,21 - 22,"70,25",
10/10/2018,21 - 22,22 - 23,"58,81",
10/10/2018,22 - 23,23 - 00,"53,93",
11/10/2018,23 - 00,00 - 01,"65,10",
11/10/2018,00 - 01,01 - 02,"48,26",
11/10/2018,01 - 02,02 - 03,"46,25",
11/10/2018,02 - 03,03 - 04,"48,49",
11/10/2018,03 - 04,04 - 05,"54,22",
11/10/2018,04 - 05,05 - 06,"53,07",
11/10/2018,05 - 06,06 - 07,"61,60",
11/10/2018,06 - 07,07 - 08,"75,03",
11/10/2018,07 - 08,08 - 09,"65,67",
11/10/2018,08 - 09,09 - 10,"76,50",
11/10/2018,09 - 10,10 - 11,"65,50",
11/10/2018,10 - 11,11 - 12,"63,36",
11/10/2018,11 - 12,12 - 13,"60,00",
11/10/2018,12 - 13,13 - 14,"58,17",
11/10/2018,13 - 14,14 - 15,"54,70",
11/10/2018,14 - 15,15 - 16,"54,04",
11/10/2018,15 - 16,16 - 17,"55,57",
11/10/2018,16 - 17,17 - 18,"65,21",
11/10/2018,17 - 18,18 - 19,"73,29",
11/10/2018,18 - 19,19 - 20,"92,99",
11/10/2018,19 - 20,20 - 21,"93,40",
11/10/2018,20 - 21,21 - 22,"76,50",
11/10/2018,21 - 22,22 - 23,"62,37",
11/10/2018,22 - 23,23 - 00,"58,21",
12/10/2018,23 - 00,00 - 01,"72,57",
12/10/2018,00 - 01,01 - 02,"62,68",
12/10/2018,01 - 02,02 - 03,"58,80",
12/10/2018,02 - 03,03 - 04,"55,92",
12/10/2018,03 - 04,04 - 05,"41,03",
12/10/2018,04 - 05,05 - 06,"44,48",
12/10/2018,05 - 06,06 - 07,"48,42",
12/10/2018,06 - 07,07 - 08,"62,60",
12/10/2018,07 - 08,08 - 09,"64,04",
12/10/2018,08 - 09,09 - 10,"62,90",
12/10/2018,09 - 10,10 - 11,"62,90",
12/10/2018,10 - 11,11 - 12,"59,26",
12/10/2018,11 - 12,12 - 13,"57,10",
12/10/2018,12 - 13,13 - 14,"57,00",
12/10/2018,13 - 14,14 - 15,"50,00",
12/10/2018,14 - 15,15 - 16,"49,92",
12/10/2018,15 - 16,16 - 17,"51,38",
12/10/2018,16 - 17,17 - 18,"60,74",
12/10/2018,17 - 18,18 - 19,"63,11",
12/10/2018,18 - 19,19 - 20,"85,00",
12/10/2018,19 - 20,20 - 21,"81,00",
12/10/2018,20 - 21,21 - 22,"63,15",
12/10/2018,21 - 22,22 - 23,"58,22",
12/10/2018,22 - 23,23 - 00,"55,92",
13/10/2018,23 - 00,00 - 01,"52,97",
13/10/2018,00 - 01,01 - 02,"50,13",
13/10/2018,01 - 02,02 - 03,"50,13",
13/10/2018,02 - 03,03 - 04,"53,95",
13/10/2018,03 - 04,04 - 05,"53,96",
13/10/2018,04 - 05,05 - 06,"58,00",
13/10/2018,05 - 06,06 - 07,"62,00",
13/10/2018,06 - 07,07 - 08,"57,10",
13/10/2018,07 - 08,08 - 09,"56,44",
